"","Data","BBDC3","BBDC4","BTOW3","ITUB4","LREN3","PSSA3","TRPL4","VALE3","VALE5","CSMG3"
"1309",2010-12-27,25.5,32.44,30.85,39.2,56.44,27.9,55.02,56.75,49.74,28.79
"1319",2010-12-28,25.26,32.32,30.7,38.89,55.02,28.13,54.81,55.42,48.85,28.31
"1329",2010-12-29,25.2,32.1,31.21,38.7,54.72,27.84,55.26,55,48.51,28.38
"1339",2010-12-30,25.39,32.5,31.47,39.6,54.9,28,55.16,55.41,48.9,28.79
"1349",2011-01-03,25.7,33.14,32.05,39.6,56.5,28.48,55.99,56.3,49.4,29
"1359",2011-01-04,26.19,33.3,32.65,39.7,57.66,28.6,56.8,57.5,50.14,29.7
"1369",2011-01-05,25.87,33.18,32.8,39.8,55.62,28.71,55.9,57.71,50.37,28.7
"1379",2011-01-06,26.3,33.73,32.34,40.41,56.01,28.99,56.59,59.15,51.5,28.96
"1389",2011-01-07,25.52,32.96,32.13,39.56,54.23,28.91,56.59,58.54,51.21,29.34
"1399",2011-01-10,25.16,32.43,34,38.46,54.35,28.71,56.29,57.63,50.58,28.8
"1409",2011-01-11,25.47,32.79,33.91,39.26,54,28.26,56,58.44,51.45,29.21
"1419",2011-01-12,25.45,32.95,34.22,39.59,54.5,27.81,55.72,59.07,51.91,29.33
"1429",2011-01-13,25.89,33.49,33.86,40.4,53.46,28.35,56.28,60.16,52.64,28.96
"1439",2011-01-14,25.34,32.95,33.71,39.4,53.29,28.04,55.54,59.5,51.96,29.03
"1449",2011-01-17,25.46,33.16,33.29,39.45,53,27.99,55.19,59.49,51.96,29.04
"1459",2011-01-18,25.22,32.95,32.4,39.3,53.34,28.3,54.61,60.46,53.1,29.21
"1469",2011-01-19,25.15,32.8,32.12,38.62,53.36,27.71,54.36,61.01,53.53,29.62
"1479",2011-01-20,24.92,32.2,31.75,38,53.25,27.41,54.03,59.34,52.29,29.25
"1489",2011-01-21,24.85,31.96,31.85,37.31,53.4,26.82,53.58,59.25,52.46,28.36
"1499",2011-01-24,24.7,31.68,31.81,37.26,52.45,26.96,52.91,59.2,52.8,28.36
"1508",2011-01-26,25.1,32.08,31.65,37.44,52.99,27.39,53.73,59.15,52.6,28.5
"1518",2011-01-27,25,31.86,30.45,37.2,51.46,26.93,52.73,59.57,52.82,28.6
"1528",2011-01-28,24.86,32.07,29.4,36.9,49.62,26.38,52.35,58.65,52.04,28.62
"1538",2011-01-31,25.06,31.49,28.18,36.38,47.8,26.5,50.5,57.23,51.53,27.41
"1548",2011-02-01,24.69,31.07,28.8,35.85,48.71,25.99,51.7,57.75,51.55,27.62
"1558",2011-02-02,24.48,30.8,28.15,36.16,51,25.8,52.29,58.49,51.97,28.1
"1568",2011-02-03,24.26,30.63,27.47,35.78,48.94,25.89,51.78,57.15,50.93,28.26
"1578",2011-02-04,24.25,30.07,26.38,35.3,49.01,24.8,51.32,57.16,51.02,27.96
"1587",2011-02-07,23.51,29.5,26.12,34.64,47.67,24.51,50.54,56.95,50.94,28.01
"1596",2011-02-08,23.4,29.4,25.65,34.58,48.97,23.92,51.09,56.42,50.05,28.7
"1606",2011-02-09,24,30.16,26.3,35.62,50.93,24.81,51.24,55.93,49.78,28.45
"1616",2011-02-10,23.75,29.76,25.3,34.9,48.6,24.4,50.48,54.41,48.7,28.45
"1626",2011-02-11,23.84,30.05,26.18,34.98,50.25,24.5,50.25,55.4,49,28.45
"1635",2011-02-14,24.71,30.7,26.67,35.95,51.39,24.9,49.76,56.45,49.7,28.44
"1645",2011-02-15,24.89,30.78,26.22,36.24,52.51,26.04,49.31,57.37,50.43,28.49
"1655",2011-02-16,25.12,31.4,26.33,37.08,51.41,26.8,49.57,57.41,50.35,28.52
"1665",2011-02-17,25.6,32.47,27.35,37.87,52.48,26.31,51,58.18,50.55,28.69
"1675",2011-02-18,25.44,32.08,27,38,51.58,26.01,50.75,57.68,50.3,28.74
"1685",2011-02-21,25.19,32.03,27.01,37.98,52.94,25.34,50.7,57.14,50.05,28.75
"1695",2011-02-22,25.05,31.5,25.9,37.3,51.78,26,50.99,55.92,48.9,28.82
"1705",2011-02-23,24.68,31.01,25.48,36.8,50.13,26.35,51.87,55.22,48.53,28.68
"1715",2011-02-24,24.74,31.1,25.34,36.97,49.16,25.51,51,55.99,49.3,28.67
"1725",2011-02-25,25.1,31.34,25.25,36.69,49.6,26.52,51.35,56.9,50.35,28.34
"1735",2011-02-28,24.9,31.49,24.85,36.5,50.84,26.29,49.51,55.94,49.21,28.5
"1745",2011-03-01,25.39,31.99,25.62,37.02,51.01,26.5,50.97,56.35,49.66,29.2
"1755",2011-03-02,25.04,31.49,24.89,36.05,49.64,26.09,50.1,55,48.76,29.06
"1765",2011-03-03,25.11,31.59,25.05,36.49,50.93,26.15,51,56.6,49.85,28.56
"1775",2011-03-04,25.69,31.8,25.59,37.01,50.01,26.67,51.41,56.35,49.55,28.9
"1785",2011-03-10,24.98,30.78,25.09,35.5,50,26.01,51.51,52.96,47.01,29
"1795",2011-03-11,24.24,30.22,25.76,34.7,51.42,26.2,52.06,51.91,46,28.3
"13022",2011-03-14,24.31,30.4,25.71,35.44,51.93,25.8,52.29,52.42,46.35,28.09
"13032",2011-03-15,24.2,30.02,25.3,34.89,52.16,26.3,51.09,51.21,45.25,28
"13042",2011-03-16,24.71,31.06,26.18,36.4,53.01,26.42,52.78,52.45,46.16,27.9
"13052",2011-03-17,24.29,30.7,26.09,35.75,54.3,26.11,50.98,51.55,45.54,27.42
"13062",2011-03-18,24.4,30.55,24.99,35.4,53.57,26.18,51.17,52.56,46.33,27
"13072",2011-03-21,24.51,31.1,24.14,36.25,54.8,25.96,51.98,53.65,47.25,26.55
"13082",2011-03-22,24.63,30.83,23.09,36,53.99,27,51.43,52.84,46.37,26.38
"13092",2011-03-23,25.13,31.9,22.65,36.99,54.46,27.1,51.89,52.7,46.68,26.62
"13102",2011-03-24,25.11,31.61,22.02,36.67,53.35,27.65,52.3,53.65,47.5,27.49
"13112",2011-03-25,25.2,31.88,22.25,36.99,53,27.57,51.16,53,46.91,27.19
"13122",2011-03-28,25.05,31.6,22.75,36.8,53.65,27.8,51.06,52.41,46.5,27.24
"13132",2011-03-29,26.31,31.6,21.85,37,52.55,27.26,59,52.65,46.62,27.32
"13141",2011-03-30,27.05,31.64,22.2,36.8,53.19,27.27,51.54,53.28,46.89,27.39
"13151",2011-03-31,27.44,32.45,22.39,37.69,53.34,27.1,51.79,53,47.21,27.39
"13160",2011-04-01,27.91,33.42,22.42,38.96,53.44,27.67,52.6,53.25,47.38,27.49
"13170",2011-04-04,28.15,33.55,22.85,38.98,55.05,28,53.5,53.45,47.45,27.44
"13179",2011-04-05,27.89,33.13,22.84,38.41,56.12,28.32,53.3,53.74,47.9,27.5
"13189",2011-04-06,27.7,33.22,22.95,38.5,55.7,29,53.69,54.58,48.34,27.5
"13199",2011-04-07,27.62,32.92,22.52,38.37,54.86,28.3,51.9,53.55,47.85,27.47
"13209",2011-04-08,27.55,32.96,22.67,38.18,54.51,28.27,51.01,53.38,47.65,27.44
"13219",2011-04-11,27.28,32.59,22.28,37.7,53.89,28.29,50.26,53.27,47.59,27.58
"13229",2011-04-12,26.7,31.95,22.15,37.01,53.65,27.81,50.17,52.52,46.99,28.06
"13239",2011-04-13,26.86,32.28,22.3,37.5,54.26,27.4,50.75,52.35,46.75,28.1
"13249",2011-04-14,26.6,31.97,21.71,37.11,54.59,26.73,50.26,50.71,45.42,27.82
"13259",2011-04-15,26.7,31.69,21.76,36.85,55.32,27.23,50,51.5,46.04,28.18
"13269",2011-04-18,26.37,31.3,21.77,36.7,56.8,27.02,50.49,50.85,45.3,27.93
"13279",2011-04-19,26.35,31.5,21.86,36.9,57.94,27.39,50.6,50.93,45.46,28.05
"13289",2011-04-20,26.3,32.11,21.98,37.61,58.64,27.53,51,52.13,46.5,28.28
"13299",2011-04-25,26.45,32.05,22.64,37.76,58.52,27.09,51.05,52.05,46.54,28.02
"13309",2011-04-26,26.65,32.16,22.45,37.81,58.31,27.72,50.6,52.49,46.76,28.31
"13319",2011-04-27,27.08,32.36,21.89,38.17,57.88,26.9,50.84,52.5,46.68,28.41
"13329",2011-04-28,26.31,31.65,21.69,37.4,57.35,26.53,50.88,51.45,45.95,28.03
"13339",2011-04-29,26.1,30.9,21.54,36.5,56.74,26.3,50.52,51.6,46.05,28.24
"2768",2011-05-02,26.4,31.09,21.8,37.38,58.01,26.69,50.98,51.82,46.29,28.97
"2778",2011-05-03,25.97,31.01,21.4,36.45,58.1,26.4,49.76,51,45.15,28.7
"2788",2011-05-04,25.5,30.4,21.25,35.56,57.76,25.8,50,50.27,44.8,28.34
"2798",2011-05-05,25.3,30,21.18,35.15,55.9,25.59,49.42,48.85,43.6,28.7
"2807",2011-05-06,25.98,30.9,21.81,36.14,56.96,25.21,50.7,50.13,44.92,29.59
"2817",2011-05-09,26.1,31.1,22.96,36.4,57.8,25.2,50.98,49.81,44.29,29.14
"2826",2011-05-10,26.49,31.37,23.24,36.9,59,25.21,49.88,50.1,44.61,29.35
"2836",2011-05-11,26.57,31.47,23.5,37.27,59.01,25.5,50.42,49.62,44.21,29.28
"2845",2011-05-12,26.48,31.24,22.67,36.55,57.72,25.17,50.63,47.97,42.85,28.4
"2855",2011-05-13,26.47,31.5,23.4,36.5,59.3,25.4,50.49,48.21,43.28,28.71
"2865",2011-05-16,25.88,30.8,23.45,35.81,58.35,25.14,50,47.3,42.15,28.89
"2875",2011-05-17,25.89,30.47,23.65,35.33,58.21,25.15,50.8,47.36,42.15,29.01
"2885",2011-05-18,26.1,30.65,24.16,35.41,57.2,24.95,50.53,48.12,42.88,29.49
"2895",2011-05-19,25.38,30.05,23.79,35,55.7,25.35,50.13,48.68,43.25,29.37
"2905",2011-05-20,25.5,29.99,23.35,34.79,55.01,25.08,50.15,48.82,43.5,30.86
"2915",2011-05-23,25.25,29.58,23.2,34.02,54.92,24.93,49.5,47.86,43,30.9
"2925",2011-05-24,25.42,30,23.22,34.68,56.16,25.26,50.23,48.9,43.95,31.45
"2935",2011-05-25,25.94,30.38,23.46,35.01,56,24.78,50.38,49.06,44,30.87
"2945",2011-05-26,25.82,30.33,23.12,35.03,55.3,25.02,50.78,49,44.2,31.69
"2955",2011-05-27,26.3,31.14,22.45,35.86,57.39,24.73,50.31,50.27,45.05,31.32
"2965",2011-05-30,26.5,31.23,21.93,35.88,59.7,24.99,50.05,50.8,45.18,30.78
"2975",2011-05-31,26.3,31.1,21.93,35.83,59.79,24.89,50.69,50.69,45.13,31.78
"13349",2011-06-01,26.15,30.75,21.81,35.69,59.25,24.4,50.3,50,44.52,31.29
"13359",2011-06-02,25.91,30.62,21.4,35.57,58.44,24.39,50.28,49.79,44.48,31.04
"13369",2011-06-03,26.24,30.4,21.63,35.5,58.58,24.19,50.35,49.49,44.45,31.75
"13379",2011-06-06,26.15,31,22.06,35.95,61.4,24.36,50.38,49.43,44.4,31.75
"13389",2011-06-07,25.82,30.53,21.63,35.2,61.07,24.42,49.93,49.4,44.31,31.23
"13399",2011-06-08,26.02,30.81,21.9,35.3,60.52,24.5,49.46,48.59,43.93,31.15
"13409",2011-06-09,26.15,30.8,21.86,35.3,60.32,24.59,49.12,49.05,44,30.2
"13419",2011-06-10,26,30.64,22.08,35.01,61.2,24.43,48.75,49.41,44.45,30.79
"13429",2011-06-13,25.52,30.26,21.51,34.96,59.7,24.43,48.7,48.89,44.17,30.26
"13439",2011-06-14,25.99,30.46,21.77,35,59.42,24.44,48.62,48.35,43.65,30.35
"13449",2011-06-15,25.62,30.3,21.53,34.94,58.5,24.56,48.2,47.87,43.06,30.6
"13459",2011-06-16,25.9,30.55,21.28,35.33,58.89,24.33,48.33,48,43.2,29.9
"13469",2011-06-17,25.78,30.52,20.4,35.5,57.99,25.11,49.12,47.74,43.07,30.68
"13479",2011-06-20,25.61,30.15,20.03,34.72,55.95,24.64,48.91,46.97,42.55,30.47
"13489",2011-06-21,25.71,30.4,20.35,35.2,57.8,24.38,49.1,48.15,43.43,29.94
"13499",2011-06-22,25.54,30.35,20.27,34.78,58.81,24.85,49.9,48.2,43.56,30.55
"13509",2011-06-24,25.76,30.65,20.58,35.2,58.5,24.57,49.97,48.7,44.01,30.48
"13519",2011-06-27,25.74,30.5,19.8,35.1,57.41,24.54,49.82,48.71,44.09,30.8
"13529",2011-06-28,25.83,30.56,19.52,35.06,58.76,24.35,49.99,48.7,44.1,30.81
"13539",2011-06-29,26.47,31.51,19.8,36.15,60.98,24.41,50,49.29,44.64,31
"13549",2011-06-30,26.74,31.72,19.67,36.5,60.4,24.51,50.08,49.25,44.6,31.64
"13559",2011-07-01,26.76,31.64,19.15,36.38,59.62,24.47,50.29,50.15,45.37,31.15
"13569",2011-07-04,26.78,31.78,19,36.44,60.89,23.68,50.4,51.5,46.54,31.49
"13579",2011-07-05,26.81,32.19,18.52,36.66,60.88,23.45,49.9,52.06,46.91,31.51
"13589",2011-07-06,26.68,31.9,18,36.36,59.64,23.78,50.45,51.04,46.17,31.37
"13599",2011-07-07,26.73,31.8,17.61,36.49,60.6,23.51,50.2,51.58,46.71,31.13
"13609",2011-07-08,26.05,31.09,17.12,35.29,57.4,22.97,48.97,51.05,46.14,30.37
"13619",2011-07-11,25.94,30.4,16.34,34.35,56.2,22.48,47.7,50.75,45.6,30.99
"13629",2011-07-12,25.08,29.95,16.01,33.55,56.4,22.01,47.65,50.47,45.56,31.3
"13639",2011-07-13,24.97,29.38,16.11,32.93,58,22.66,46.87,51.05,46.1,31.43
"13649",2011-07-14,25.15,29.94,16.15,32.85,58.69,23.44,46.72,51.2,46.25,31.2
"13659",2011-07-15,24.5,29.27,15.35,32.13,57.51,23,47.25,50.65,45.81,30.84
"13669",2011-07-18,24.35,28.56,14.92,31.55,56.57,22.93,46.83,50.44,45.59,30.87
"13679",2011-07-19,23.81,28.3,14.85,31.8,54.24,22.44,46.59,51,46.35,31.34
"13689",2011-07-20,24.13,28.8,15.2,32.44,53.68,23.03,46.2,51.1,46.39,31.34
"13699",2011-07-21,24.55,29.08,15.03,32.6,55.02,23,45.7,50.85,45.91,31.6
"13709",2011-07-22,25,29.58,15.57,32.94,56.7,22.72,45.98,50.95,46,31.63
"13719",2011-07-25,24.66,29.21,16.05,32.5,57.2,23.13,46.69,50.97,45.86,31.22
"13729",2011-07-26,24.42,29.14,15.5,32.09,56.1,22.89,46.1,51.19,46.3,31.17
"13739",2011-07-27,24.49,28.95,14.84,31.45,54.83,22.77,46.01,50.9,45.95,32.08
"13749",2011-07-28,24.12,28.83,14.44,31.13,54.5,21.63,46.6,50.87,45.96,32.97
"13759",2011-07-29,24.29,29.12,14.42,30.6,54.99,21.63,46.99,50.55,45.75,32.28
"13769",2011-08-01,25.05,29.87,14.56,31.82,56.12,21.97,47.45,50.51,46,32.69
"13779",2011-08-02,24.66,29.46,14.44,30.78,55.27,21.29,46.52,50.11,45.6,32.25
"13789",2011-08-03,24.22,28.81,14.8,29.69,53.2,20.06,46.94,48.87,44.77,32.2
"13799",2011-08-04,23.47,27.82,14.06,28.27,50.01,19.47,45.87,46.5,42.46,31.72
"13809",2011-08-05,23.35,27.32,13.1,28.15,48.02,19.15,45.5,45.19,41.27,30.11
"13819",2011-08-08,23.1,26.32,12.26,26.81,45.31,18,45.09,41.7,38,30.94
"13828",2011-08-09,21.7,25.79,12.1,26.2,45.8,18.11,44.99,40.72,37.56,29.28
"13838",2011-08-10,22.34,26.55,12.7,26.65,48.32,18.38,45.39,41.6,38,29.46
"13848",2011-08-11,22.06,26.59,12.72,26.7,52.12,18.55,45.93,42.5,39.02,28.5
"13858",2011-08-12,23,27.02,13.53,27.4,54.2,19.05,44.62,43.03,39.38,29.29
"13868",2011-08-15,22.9,27.49,13.45,28.09,52.25,18.68,45,43.1,39.51,29.68
"13878",2011-08-16,22.66,26.99,13.69,27.97,54.5,18.86,45,42.88,39.4,29.91
"13888",2011-08-17,23,27.5,13.62,28.02,55.21,19.19,46.01,43.01,39.8,30
"13898",2011-08-18,22.88,27.1,13.16,27.84,54.2,18.5,45.92,41.3,38.2,29.79
"13908",2011-08-19,22.12,26.33,13.25,27.08,54,18.18,46.62,41,37.6,29
"13918",2011-08-22,22.2,26.8,13.69,27.1,55.8,18.62,45.55,41.67,38,29.57
"13928",2011-08-23,22.15,26.36,13.68,26.34,55,18.4,44.91,41,37.75,28.65
"13938",2011-08-24,22.3,26.57,13.89,26.39,57.41,18.55,45.45,42.25,38.68,30.09
"13948",2011-08-25,22.21,26.65,13.59,26.1,56.49,18.11,44.81,42.56,38.48,29.27
"13958",2011-08-26,22.02,26.45,13.28,26.36,56.71,18.06,45.27,41.8,37.94,29.44
"13968",2011-08-29,22.5,27.05,14.12,27.6,56.57,18.11,45.7,43.24,39.48,29.49
"13978",2011-08-30,22.5,27.09,15.12,27.62,57.6,18.76,46.35,43.5,39.54,30.86
"13988",2011-08-31,23.15,27.62,16.03,28.5,58.5,19.09,45.92,44.35,40.3,30.55
"13998",2011-09-01,24.34,28.83,16.75,29.88,61.9,19.87,46.89,45,41.39,31
"14008",2011-09-02,24.66,29.75,16.98,30.3,62,19.19,48.1,44.8,40.28,31.16
"14018",2011-09-05,24,28.35,15.56,29.22,59,18.42,47.99,43.55,39.6,31.12
"14028",2011-09-06,23.3,27.7,14.88,28.15,57,18.65,47.38,42.93,39,29.82
"14038",2011-09-08,24.53,29.85,16,29.7,61.81,19.18,49.95,45.38,41.2,31.24
"14048",2011-09-09,24.2,29.23,15.96,29.37,62.49,18.91,48.62,45.22,41.09,30.5
"14058",2011-09-12,23.18,28,15,28.24,58.56,18.78,48.5,44.1,40.47,30.24
"14068",2011-09-13,23.4,28.34,16.18,28.5,61.21,18.75,48.26,45.31,41.4,30.13
"14078",2011-09-14,23.3,28.2,18,28.2,57.43,18.65,49,45.79,41.8,30.14
"14088",2011-09-15,23.5,28.79,17.31,28.75,56.55,18.82,49.86,46.17,42.46,30.28
"14098",2011-09-16,23.63,28.7,16.99,28.82,55.65,18.37,49.01,46.84,42.76,31.11
"14108",2011-09-19,23.31,28.73,17.08,28.5,55.61,18.9,49.49,46.39,42.47,31.85
"14118",2011-09-20,23.85,29.11,17.4,29.05,54.94,19.1,50.35,47.27,43.65,32
"14128",2011-09-21,23.8,29.1,16.53,29.19,55.6,18.95,50.48,48.4,44.39,31.51
"14138",2011-09-22,22.94,27.65,15.7,27.65,50.15,18.46,49.35,45.4,42.04,31.37
"14148",2011-09-23,22.58,27.88,15.48,27.9,48,18.03,49,44.43,41.49,30.36
"14158",2011-09-26,22.44,27.15,16.99,27.78,51.98,17.58,48.67,44.6,41.54,31.11
"14168",2011-09-27,22.52,27.75,16.9,28.68,53.55,17.6,48.96,45.12,41.85,30.89
"14178",2011-09-28,22.79,27.91,16,29.25,53,17.81,49.22,44.36,40.96,29.96
"14188",2011-09-29,23.01,28.19,15.79,29.45,52.2,17.35,49.04,44.4,40.96,29.83
"14198",2011-09-30,22.84,27.78,15.79,29,52,17.73,48.65,43.1,39.59,29.99
"14208",2011-10-03,22.3,27.35,14.47,28.85,50,17.4,47.8,41.95,38.85,29.74
"14218",2011-10-04,22.03,26.7,13.46,28.39,49.11,17.24,48.4,40.91,38,29.09
"14228",2011-10-05,22.4,27.15,13.51,28.2,50.25,17.5,48.36,41.15,38.1,28.69
"14238",2011-10-06,22.63,27.79,14.11,29.2,50.52,18,48.46,42.86,39.55,28.79
"14248",2011-10-07,22.85,27.9,14.33,29.7,52.49,18.27,48.46,42.84,39.64,29.59
"14258",2011-10-10,22.25,27.3,14,29.3,50,18.37,48.87,41.75,38.76,28.74
"14268",2011-10-11,22.9,27.87,14.29,29.99,52.19,17.97,47.7,42.4,39.39,29.61
"14278",2011-10-13,23.44,28.62,14.43,31.11,53.79,18.39,48.08,43.4,40.65,29.72
"14288",2011-10-14,23.43,29.15,13.94,31.25,55,18.05,48.63,44,41.05,30.76
"1805",2011-10-17,23.16,28.4,14.32,30.95,52.7,17.7,48.71,42.74,39.84,30.69
"1815",2011-10-18,23.25,28.75,14.06,31.12,52.95,18,48.06,40.87,38.35,29.83
"1825",2011-10-19,23.8,29.29,14.3,31.37,55.39,17.95,48.98,41.4,38.65,30.25
"1835",2011-10-20,23.79,28.93,14.49,31.9,56.57,18.05,47.95,40.03,37.5,30.1
"1845",2011-10-21,23.89,29.26,14.78,31.8,54.3,17.79,48.07,40.06,37.57,29.82
"1855",2011-10-24,24.5,30,14.77,32.31,55.41,18.08,49.13,41.35,38.5,30.11
"1865",2011-10-25,24.94,30.35,14.76,32.55,55.55,18.18,49.29,42.4,39.6,30.69
"1875",2011-10-26,24.7,30.37,14.5,32.4,55.5,18.5,49.01,42.93,40.06,30.11
"1885",2011-10-27,26,31.9,15,34.07,57.03,18.55,49.78,45,41.9,31.2
"1895",2011-10-28,25.5,31.23,15.5,33.49,54.5,18.87,49.9,44.38,41.32,30.9
"1905",2011-10-31,25.2,30.95,14.49,32.84,52.67,18.1,49.06,43.79,40.82,30.76
"1914",2011-11-01,24.66,29.7,13.41,31.4,50,18.26,48.32,41.93,39.27,32
"1924",2011-11-03,25.16,31.3,13.8,32.8,52.55,18.53,49.66,43.75,41,31.45
"1934",2011-11-04,25.09,30.77,13.17,32.12,52.26,18.6,49.7,44.41,41.46,31.84
"1944",2011-11-07,25,30.99,13.33,32.8,51.26,18.51,49.52,45.5,42.24,31.94
"1954",2011-11-08,24.91,31.16,12.75,32.83,51.78,19,49.72,46.45,42.86,31.54
"1963",2011-11-09,24.97,30.47,12.79,31.84,50.73,18.85,49.5,45.15,41.86,31.68
"1973",2011-11-10,24.89,30.71,12.25,31.9,50.96,19.15,49.35,45.26,42.13,32.16
"1983",2011-11-11,24.6,30.47,11.99,31.9,51.41,19.68,49.59,45.31,42.07,32.6
"1992",2011-11-14,24.81,30.66,11.55,31.97,52.83,20.3,49.48,45.2,41.89,32.49
"2002",2011-11-16,25.03,30.66,11.42,31.91,52.84,19.97,49.3,45.28,41.99,32.8
"2012",2011-11-17,24.84,30.76,10.8,31.69,52.21,20,49.42,45.3,42.05,32.37
"2022",2011-11-18,24.48,30.2,10.65,31.1,51.99,19.76,49.06,44.6,41.56,30.92
"2032",2011-11-21,23.95,28.84,10.25,29.82,50.11,19.12,49.38,43.45,40.5,31.31
"2042",2011-11-22,23.7,28.83,10.01,30,50,19.28,49.7,44.09,41.1,31.2
"2051",2011-11-23,23.33,28.25,9.79,29.65,49.03,18.9,49.04,42.83,40.22,30.64
"2060",2011-11-24,23.41,28.35,10.11,29.8,49.1,19.18,49.59,42.79,40.14,30.65
"2070",2011-11-25,23.13,27.9,9.7,29.3,49.74,18.95,49.03,42.02,39.41,30.99
"2080",2011-11-28,23.08,28.69,9.91,30.3,50.79,18.31,50.12,42.49,39.88,31.6
"2090",2011-11-29,23.52,28.7,10.34,30.5,52.39,18.66,50.5,42.1,39.55,31.26
"2100",2011-11-30,23.5,29.1,10.13,30.9,52.85,18.07,50.5,41.4,39.04,31.95
"2110",2011-12-01,24.9,30.29,10.46,32.7,54.42,18.72,50.48,42.28,39.71,32.01
"2120",2011-12-02,25.4,31.12,10.46,33.52,54.77,19.75,51.57,42.39,39.68,32.36
"2130",2011-12-05,25.25,31.1,10.53,33.6,53.63,20.35,50.6,42.89,40.31,31.91
"2140",2011-12-06,25.25,30.95,10.34,33.64,54.39,20.45,51.47,43.01,40.25,31.11
"2150",2011-12-07,25.2,31.01,10.36,33.66,55,20.48,52.08,42.99,40.48,31.09
"2160",2011-12-08,25.2,31.22,10.03,34.19,54.93,20.11,52.38,41.41,39.3,30.38
"2170",2011-12-09,25.15,31.05,9.85,33.99,52.5,19.62,52.1,40.71,38.72,30.2
"2180",2011-12-12,25.28,31.14,9.69,34.1,53.17,19.74,52.5,41,38.9,31.07
"2190",2011-12-13,24.81,30.9,9.47,34.05,52,20.2,53,40.85,38.74,31.3
"2200",2011-12-14,24.67,30.53,9.53,33.67,52,20.47,53.01,40.35,38.42,31.63
"2210",2011-12-15,24.51,30.56,9.55,33.85,51.49,20.18,53.06,39.94,38.08,31.61
"2220",2011-12-16,24.2,29.73,9.1,33.2,51.22,20.46,53.99,39.5,37.81,31.57
"2230",2011-12-19,23.87,29.55,9.11,33.11,51.05,20.34,53.59,39.15,37.36,32.1
"2240",2011-12-20,24.35,30.3,8.82,33.4,50.64,20.3,54.1,38.95,37.12,32.35
"2250",2011-12-21,24.97,30.49,9.03,33.5,49.8,20.79,54.99,39.69,37.86,32.49
"2260",2011-12-22,24.9,30.79,8.89,33.93,49.31,21.69,54.94,40.2,38.31,33.05
"2270",2011-12-23,25.2,31.25,8.91,34.6,50.05,21.65,55.79,40.91,38.83,33.1
"2280",2011-12-26,25.42,31.28,9,34.75,49.99,21.24,56.49,41,38.92,33.6
"2290",2011-12-27,25.05,30.9,9.15,34.35,49.99,21.23,56.81,40.54,38.57,33.63
"2300",2011-12-28,25.28,30.94,9.11,34.3,49.1,21.85,57.8,41,38.7,34.43
"2310",2011-12-29,24.97,30.77,8.97,33.69,48.71,21,57.45,39.97,37.93,34.02
"2319",2012-01-02,25.22,31,9,34.22,48.41,21.4,57.6,39.77,37.85,33.03
"2329",2012-01-03,25.36,30.8,9.5,34.08,50.99,21.4,57.32,41.15,39.12,34
"2339",2012-01-04,25.32,31.19,9.53,34.59,50.65,21.67,57.78,42.19,40.03,33.8
"2349",2012-01-05,25,31,9.35,34.55,49.71,21.87,59.47,42.51,40.26,35.5
"2359",2012-01-06,25.3,31.39,9.08,34.8,51.95,21.99,59.36,42.3,40.05,35.52
"2369",2012-01-09,25.5,31.77,9.11,35.05,52.79,21.27,59.35,41.8,39.69,35.38
"2379",2012-01-10,25.8,31.85,9.5,35.47,54,20.91,60.86,42.28,40.2,35.45
"2389",2012-01-11,25.84,31.59,9.37,35.36,54.4,21.2,59.55,41.4,39.4,35.56
"2399",2012-01-12,26,31.99,9.19,35.7,54.33,21.26,59.99,42.16,40.1,34.62
"2409",2012-01-13,25.86,31.82,9.1,35.7,54.3,21.3,59.51,41.28,39.35,33.65
"2419",2012-01-16,25.31,31.3,9.06,35.63,53.73,20.84,59.7,40.33,38.66,34.58
"2429",2012-01-18,26.65,31.49,9.28,35.99,54.93,20.43,56.49,42.76,40.97,35.49
"2439",2012-01-19,26.97,31.97,9.29,36.65,54.94,21.18,55.2,43.47,41.29,35.86
"2449",2012-01-20,26.56,32.05,9.8,36.8,57.16,20.95,55.86,42.99,40.9,36.38
"2459",2012-01-23,26.48,32.19,9.67,37.05,57.54,21.2,55.73,42.84,40.89,36.41
"2469",2012-01-24,26.2,31.99,9.52,36.17,57.98,21.05,54.76,42.62,40.87,35.82
"2479",2012-01-26,26.65,32.76,9.58,36.21,59.5,20.8,55.47,43.4,41.69,36.49
"2489",2012-01-27,26.71,32.71,9.85,36.29,59.61,20.91,55.42,43.14,41.43,36.01
"2499",2012-01-30,26.65,32.47,10.3,35.74,56.98,20.82,54.74,42.61,40.89,37.4
"2509",2012-01-31,26.5,31.89,10.3,35.59,58.43,21.19,55.2,43.94,42.01,38.59
"2519",2012-02-01,26,31.57,10.57,35.3,59.5,20.91,54.99,45,43.02,38.68
"2529",2012-02-02,25.9,31.21,10.9,35.5,58.8,21.51,55.3,45.34,43.31,38.75
"2539",2012-02-03,25.73,31.25,10.5,35.3,59.03,21.21,54.35,45.23,43.33,39.51
"2549",2012-02-06,26.15,31.56,10.66,35.65,60.83,21.8,53.41,45.67,43.67,39.6
"2559",2012-02-07,25.89,31.6,10.42,35.79,61.05,22.35,52.6,45.66,43.7,39.2
"2569",2012-02-08,26.11,31.88,10.88,36.41,60.68,22.31,52.65,45.84,44.02,40.98
